"id","givenName","familyName","middleName","unaccentedGivenName","unaccentedFamilyName","unaccentedMiddleName","nickName","honorificPrefix","honorificSuffix","honorificTitle","birthYear","deathYear","congresses"
"D000254","George","Dent",,"George","Dent",,,"Mr.",,,"1756","1813","[{""position"":""Representative"",""congressNumber"":6,""stateName"":""MD"",""parties"":[""Federalist""]},{""position"":""Representative"",""congressNumber"":3,""stateName"":""MD"",""parties"":[""Pro-Administration""]},{""position"":""Representative"",""congressNumber"":4,""stateName"":""MD"",""parties"":[""Federalist""]},{""position"":""Representative"",""congressNumber"":5,""stateName"":""MD"",""parties"":[""Federalist""]}]"
"D000271","Joseph","Desha",,"Joseph","Desha",,,"Mr.",,,"1768","1842","[{""position"":""Representative"",""congressNumber"":10,""stateName"":""KY"",""parties"":[""Democratic Republican""],""electionDate"":""1806-08-04"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":11,""stateName"":""KY"",""parties"":[""Democratic Republican""],""electionDate"":""1808-08-01"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":12,""stateName"":""KY"",""parties"":[""Democratic Republican""],""electionDate"":""1810-08-06"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":13,""stateName"":""KY"",""parties"":[""Democratic Republican""],""electionDate"":""1812-08-03"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":14,""stateName"":""KY"",""parties"":[""Democratic Republican""],""electionDate"":""1814-08-01"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":15,""stateName"":""KY"",""parties"":[""Democratic Republican""],""electionDate"":""1816-08-05"",""electionCirca"":false}]"
"D000272","Robert","Desha",,"Robert","Desha",,,"Mr.",,,"1791","1849","[{""position"":""Representative"",""congressNumber"":20,""stateName"":""TN"",""parties"":[""Jacksonian""],""electionDate"":""1827-08-02"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":21,""stateName"":""TN"",""parties"":[""Jacksonian""],""electionDate"":""1829-08-06"",""electionCirca"":true}]"
"D000273","Jean","Destrehan","Noel","Jean","Destrehan","Noel",,,,,"1754","1823","[{""position"":""Senator"",""congressNumber"":12,""stateName"":""LA"",""parties"":[""Unknown""]}]"
"D000289","Lewis","Dewart",,"Lewis","Dewart",,,"Mr.",,,"1780","1852","[{""position"":""Representative"",""congressNumber"":22,""stateName"":""PA"",""parties"":[""Jacksonian""],""electionDate"":""1830-10-12"",""electionCirca"":false}]"
"D000293","Daniel","Dewey",,"Daniel","Dewey",,,"Mr.",,,"1766","1815","[{""position"":""Representative"",""congressNumber"":13,""stateName"":""MA"",""parties"":[""Federalist""],""electionDate"":""1812-11-02"",""electionCirca"":false}]"
"D000296","Samuel","Dexter",,"Samuel","Dexter",,,"Mr.",,,"1761","1816","[{""position"":""Representative"",""congressNumber"":3,""stateName"":""MA"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":6,""stateName"":""MA"",""parties"":[""Federalist""]}]"
"D000306","Samuel","Dickens",,"Samuel","Dickens",,,"Mr.",,,,"1840","[{""position"":""Representative"",""congressNumber"":14,""stateName"":""NC"",""parties"":[""Democratic Republican""],""electionDate"":""1816-08-08"",""electionCirca"":false}]"
"D000308","Mahlon","Dickerson",,"Mahlon","Dickerson",,,,,,"1770","1853","[{""position"":""Senator"",""congressNumber"":15,""stateName"":""NJ"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":16,""stateName"":""NJ"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":17,""stateName"":""NJ"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":18,""stateName"":""NJ"",""parties"":[""Crawford Republican""]},{""position"":""Senator"",""congressNumber"":19,""stateName"":""NJ"",""parties"":[""Jacksonian""]},{""position"":""Senator"",""congressNumber"":20,""stateName"":""NJ"",""parties"":[""Jacksonian""]},{""position"":""Senator"",""congressNumber"":21,""stateName"":""NJ"",""parties"":[""Jacksonian""]},{""position"":""Senator"",""congressNumber"":22,""stateName"":""NJ"",""parties"":[""Jacksonian""]}]"
"D000309","Philemon","Dickerson",,"Philemon","Dickerson",,,"Mr.",,,"1788","1862","[{""position"":""Representative"",""congressNumber"":23,""stateName"":""NJ"",""parties"":[""Jacksonian""],""electionDate"":""1832-11-05"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":24,""stateName"":""NJ"",""parties"":[""Jacksonian""],""electionDate"":""1834-10-13"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":26,""stateName"":""NJ"",""parties"":[""Democrat""],""electionDate"":""1838-10-08"",""electionCirca"":true}]"
"D000318","David","Dickinson","W.","David","Dickinson","W.",,"Mr.",,,"1808","1845","[{""position"":""Representative"",""congressNumber"":23,""stateName"":""TN"",""parties"":[""Jacksonian""],""electionDate"":""1833-08-01"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":28,""stateName"":""TN"",""parties"":[""Whig""],""electionDate"":""1843-08-03"",""electionCirca"":false}]"
"D000322","John","Dickinson","Dean","John","Dickinson","Dean",,"Mr.",,,"1767","1841","[{""position"":""Representative"",""congressNumber"":16,""stateName"":""NY"",""parties"":[""Federalist""],""electionDate"":""1818-04-28"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":17,""stateName"":""NY"",""parties"":[""Federalist""],""electionDate"":""1821-04-24"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":20,""stateName"":""NY"",""parties"":[""Adams""],""electionDate"":""1826-11-06"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":21,""stateName"":""NY"",""parties"":[""Anti-Jacksonian""],""electionDate"":""1828-11-03"",""electionCirca"":false}]"
"D000324","Philemon","Dickinson",,"Philemon","Dickinson",,,,,,"1739","1809","[{""position"":""Delegate"",""congressNumber"":1,""stateName"":""DE""},{""position"":""Senator"",""congressNumber"":1,""stateName"":""NJ"",""parties"":[""Pro-Administration""]},{""position"":""Senator"",""congressNumber"":2,""stateName"":""NJ"",""parties"":[""Pro-Administration""]}]"
"D000330","John","Dickson",,"John","Dickson",,,"Mr.",,,"1783","1852","[{""position"":""Representative"",""congressNumber"":22,""stateName"":""NY"",""parties"":[""Anti-Masonic""],""electionDate"":""1830-11-01"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":23,""stateName"":""NY"",""parties"":[""Anti-Masonic""],""electionDate"":""1832-11-05"",""electionCirca"":false}]"
"D000331","Joseph","Dickson",,"Joseph","Dickson",,,"Mr.",,,"1745","1825","[{""position"":""Representative"",""congressNumber"":6,""stateName"":""NC"",""parties"":[""Federalist""]}]"
"D000333","William","Dickson",,"William","Dickson",,,"Mr.",,,"1770","1816","[{""position"":""Representative"",""congressNumber"":7,""stateName"":""TN"",""parties"":[""Democratic Republican""],""electionDate"":""1800"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":8,""stateName"":""TN"",""parties"":[""Democratic Republican""],""electionDate"":""1803"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":9,""stateName"":""TN"",""parties"":[""Democratic Republican""],""electionDate"":""1805"",""electionCirca"":true}]"
"D000342","William","Dietz",,"William","Dietz",,,"Mr.",,,"1778","1848","[{""position"":""Representative"",""congressNumber"":19,""stateName"":""NY"",""parties"":[""Jacksonian""],""electionDate"":""1824-11-01"",""electionCirca"":true}]"
"D000357","Samuel","Dinsmoor",,"Samuel","Dinsmoor",,,"Mr.",,,"1766","1835","[{""position"":""Representative"",""congressNumber"":12,""stateName"":""NH"",""parties"":[""Democratic Republican""],""electionDate"":""1810-08-27"",""electionCirca"":false}]"
"D000391","Philip","Doddridge",,"Philip","Doddridge",,,"Mr.",,,"1773","1832","[{""position"":""Representative"",""congressNumber"":21,""stateName"":""VA"",""parties"":[""Anti-Jacksonian""],""electionDate"":""1829-04"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":22,""stateName"":""VA"",""parties"":[""Anti-Jacksonian""],""electionDate"":""1831-08-02"",""electionCirca"":true}]"
"D000437","Clement","Dorsey",,"Clement","Dorsey",,,"Mr.",,,"1778","1848","[{""position"":""Representative"",""congressNumber"":19,""stateName"":""MD"",""parties"":[""Adams""],""electionDate"":""1824-10-04"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":20,""stateName"":""MD"",""parties"":[""Adams""],""electionDate"":""1826-10-02"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":21,""stateName"":""MD"",""parties"":[""Anti-Jacksonian""],""electionDate"":""1829-10-05"",""electionCirca"":false}]"
"D000444","Ulysses","Doubleday","Freeman","Ulysses","Doubleday","Freeman",,"Mr.",,,"1792","1866","[{""position"":""Representative"",""congressNumber"":22,""stateName"":""NY"",""parties"":[""Jacksonian""]},{""position"":""Representative"",""congressNumber"":24,""stateName"":""NY"",""parties"":[""Jacksonian""],""electionDate"":""1834-11-03"",""electionCirca"":true}]"
"D000477","Edward","Dowse",,"Edward","Dowse",,,"Mr.",,,"1756","1828","[{""position"":""Representative"",""congressNumber"":16,""stateName"":""MA"",""parties"":[""Democratic Republican""],""electionDate"":""1818-11-02"",""electionCirca"":false}]"
"D000485","John","Drake","Reuben","John","Drake","Reuben",,"Mr.",,,"1782","1857","[{""position"":""Representative"",""congressNumber"":15,""stateName"":""NY"",""parties"":[""Democratic Republican""],""electionDate"":""1816-04-30"",""electionCirca"":true}]"
"D000487","Joseph","Draper",,"Joseph","Draper",,,"Mr.",,,"1794","1834","[{""position"":""Representative"",""congressNumber"":21,""stateName"":""VA"",""parties"":[""Jacksonian""],""electionDate"":""1830-11"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":22,""stateName"":""VA"",""parties"":[""Jacksonian""],""electionDate"":""1832-11"",""electionCirca"":false}]"
"D000490","William","Drayton",,"William","Drayton",,,"Mr.",,,"1776","1846","[{""position"":""Representative"",""congressNumber"":19,""stateName"":""SC"",""parties"":[""Jacksonian""],""electionDate"":""1825-05-16"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":20,""stateName"":""SC"",""parties"":[""Jacksonian""],""electionDate"":""1826-10-09"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":21,""stateName"":""SC"",""parties"":[""Jacksonian""],""electionDate"":""1828-10-13"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":22,""stateName"":""SC"",""parties"":[""Jacksonian""],""electionDate"":""1830-10-11"",""electionCirca"":true}]"
"D000511","Charles","Dudley","Edward","Charles","Dudley","Edward",,,,,"1780","1841","[{""position"":""Senator"",""congressNumber"":20,""stateName"":""NY"",""parties"":[""Jacksonian""]},{""position"":""Senator"",""congressNumber"":21,""stateName"":""NY"",""parties"":[""Jacksonian""]},{""position"":""Senator"",""congressNumber"":22,""stateName"":""NY"",""parties"":[""Jacksonian""]}]"
"D000512","Edward","Dudley","Bishop","Edward","Dudley","Bishop",,"Mr.",,,"1789","1855","[{""position"":""Representative"",""congressNumber"":21,""stateName"":""NC"",""parties"":[""Jacksonian""],""electionDate"":""1829-11-10"",""electionCirca"":false}]"
"D000535","Joseph","Duncan",,"Joseph","Duncan",,,"Mr.",,,"1794","1844","[{""position"":""Representative"",""congressNumber"":20,""stateName"":""IL"",""parties"":[""Jacksonian""],""electionDate"":""1826-08-07"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":21,""stateName"":""IL"",""parties"":[""Jacksonian""],""electionDate"":""1828-08-04"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":22,""stateName"":""IL"",""parties"":[""Jacksonian""],""electionDate"":""1831-08-01"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":23,""stateName"":""IL"",""parties"":[""Jacksonian""],""electionDate"":""1832-08-06"",""electionCirca"":false}]"
"D000544","William","Dunlap","Claiborne","William","Dunlap","Claiborne",,"Mr.",,,"1798","1872","[{""position"":""Representative"",""congressNumber"":23,""stateName"":""TN"",""parties"":[""Jacksonian""],""electionDate"":""1833-08-01"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":24,""stateName"":""TN"",""parties"":[""Jacksonian""],""electionDate"":""1835-08-05"",""electionCirca"":true}]"
"D000565","Daniel","Durell","Meserve","Daniel","Durell","Meserve",,"Mr.",,,"1769","1841","[{""position"":""Representative"",""congressNumber"":10,""stateName"":""NH"",""parties"":[""Democratic Republican""],""electionDate"":""1806-08-25"",""electionCirca"":false}]"
"D000568","Job","Durfee",,"Job","Durfee",,,"Mr.",,,"1790","1847","[{""position"":""Representative"",""congressNumber"":17,""stateName"":""RI"",""parties"":[""Democratic Republican""],""electionDate"":""1820-08-29"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":18,""stateName"":""RI"",""parties"":[""Adams-Clay Republican""],""electionDate"":""1822-08-27"",""electionCirca"":false}]"
"D000577","William","Duval","Pope","William","Duval","Pope",,"Mr.",,,"1784","1854","[{""position"":""Representative"",""congressNumber"":13,""stateName"":""KY"",""parties"":[""Democratic Republican""],""electionDate"":""1812-08-03"",""electionCirca"":false}]"
"D000578","Gabriel","Duvall",,"Gabriel","Duvall",,,"Mr.",,,"1752","1844","[{""position"":""Representative"",""congressNumber"":3,""stateName"":""MD"",""parties"":[""Anti-Administration""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":4,""stateName"":""MD"",""parties"":[""Democratic Republican""],""electionCirca"":false}]"
"D000579","Henry","Dwight","Williams","Henry","Dwight","Williams",,"Mr.",,,"1788","1845","[{""position"":""Representative"",""congressNumber"":17,""stateName"":""MA"",""parties"":[""Federalist""],""electionDate"":""1820-11-06"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":18,""stateName"":""MA"",""parties"":[""Adams-Clay Federalist""],""electionDate"":""1822-11-04"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":19,""stateName"":""MA"",""parties"":[""Adams""],""electionDate"":""1824-11-01"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":20,""stateName"":""MA"",""parties"":[""Adams""],""electionDate"":""1827-03-05"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":21,""stateName"":""MA"",""parties"":[""Anti-Jacksonian""],""electionDate"":""1828-11-07"",""electionCirca"":false}]"
"D000582","Theodore","Dwight",,"Theodore","Dwight",,,"Mr.",,,"1764","1846","[{""position"":""Representative"",""congressNumber"":9,""stateName"":""CT"",""parties"":[""Federalist""],""electionDate"":""1806"",""electionCirca"":true}]"
"D000583","Thomas","Dwight",,"Thomas","Dwight",,,"Mr.",,,"1758","1819","[{""position"":""Representative"",""congressNumber"":8,""stateName"":""MA"",""parties"":[""Federalist""]}]"
"D000584","Justin","Dwinell",,"Justin","Dwinell",,,"Mr.",,,"1785","1850","[{""position"":""Representative"",""congressNumber"":18,""stateName"":""NY"",""parties"":[""Crawford Republican""],""electionDate"":""1822-11-04"",""electionCirca"":true}]"
"E000002","Samuel","Eager","Watkins","Samuel","Eager","Watkins",,"Mr.",,,"1789","1860","[{""position"":""Representative"",""congressNumber"":21,""stateName"":""NY"",""parties"":[""Anti-Jacksonian""],""electionDate"":""1830-11-01"",""electionCirca"":true}]"
